Time,LSM_IMU_mx,LSM_IMU_my,LSM_IMU_mz,LSM_IMU_gx,LSM_IMU_gy,LSM_IMU_gz,LSM_IMU_ax,LSM_IMU_ay,LSM_IMU_az,gps_lat,gps_long,gps_alt,STE_ALT,STE_VEL,STE_ACC,STE_APO,KX_IMU_ax,KX_IMU_ay,KX_IMU_az,TEMP,barometer_alt,sign,FSM_state,RSSI,Voltage,frequency,flap_extension
2022-5-7--11-29-09-878,-0.49,1.06,-0.41,1.07,1.5,-2.1,0.04,-0.03,1.03,41.49,-89.5,193758,0,0,0,0,0.1,0.1,1.07,23,206.39,NO SIGN,1,-48,7.72,434,0
2022-5-7--11-29-10-309,-0.48,1.11,-0.46,-0.29,1.38,-1.29,0.03,-0.04,1.04,41.49,-89.5,193714,0,0,0,0,0.11,0.09,1.06,23,206.21,NO SIGN,1,-49,7.73,434,0
2022-5-7--11-29-10-738,-0.48,1.06,-0.45,0.79,1.23,-1.38,0.02,-0.07,1.03,41.49,-89.5,193625,0,0,0,0,0.12,0.08,1.07,23,206.3,NO SIGN,1,-55,7.73,434,0
2022-5-7--11-29-11-167,-0.52,1.06,-0.46,0.52,1.15,-1.47,0.01,-0.05,1.04,41.49,-89.5,193583,0,0,0,0,0.1,0.08,1.07,23,206.57,NO SIGN,1,-52,7.73,434,0
2022-5-7--11-29-11-597,-0.48,1.06,-0.42,-0.12,1.09,-0.99,0.04,-0.05,1.03,41.49,-89.5,193559,0,0,0,0,0.12,0.08,1.07,23.01,206.13,NO SIGN,1,-49,6.83,434,0
2022-5-7--11-29-12-28,-0.48,1.06,-0.42,0.81,1.36,-1.48,0.03,-0.09,1.03,41.49,-89.5,193521,0,0,0,0,0.14,0.1,1.06,23.01,206.05,NO SIGN,1,-46,7.72,434,0
2022-5-7--11-29-12-457,-0.53,1.06,-0.46,0.92,1.39,-1.38,0.02,-0.05,1.03,41.49,-89.5,193440,0,0,0,0,0.1,0.09,1.07,23.01,205.96,NO SIGN,1,-44,7.72,434,0
2022-5-7--11-29-12-886,-0.47,1.05,-0.43,0.71,0.39,-1.35,0.02,-0.04,1.04,41.49,-89.5,193399,0,0,0,0,0.11,0.07,1.07,23.01,206.05,NO SIGN,1,-45,7.72,434,0
2022-5-7--11-29-13-316,-0.48,1.11,-0.46,0.24,0.68,-1.27,0.05,-0.07,1.03,41.49,-89.5,193330,0,0,0,0,0.12,0.06,1.07,23.02,206.32,NO SIGN,1,-46,7.72,434,0
2022-5-7--11-29-13-746,-0.48,1.06,-0.42,0.92,1.42,-1.18,0.05,-0.05,1.03,41.49,-89.5,193287,0,0,0,0,0.11,0.07,1.06,23.02,206.4,NO SIGN,1,-47,7.76,434,0
2022-5-7--11-29-14-175,-0.48,1.06,-0.44,0.73,0.88,-1.64,0.02,-0.04,1.03,41.49,-89.5,193204,0,0,0,0,0.1,0.08,1.07,23.02,206.49,NO SIGN,1,-47,7.75,434,0
2022-5-7--11-29-14-605,-0.48,1.11,-0.46,0.36,1.12,-1.61,0.02,-0.07,1.04,41.49,-89.5,193185,0,0,0,0,0.12,0.08,1.07,23.02,206.4,NO SIGN,1,-46,7.73,434,0
2022-5-7--11-29-15-35,-0.48,1.1,-0.45,1.52,1.07,-1.49,0.04,-0.05,1.03,41.49,-89.5,193043,0,0,0,0,0.11,0.07,1.06,23.03,206.85,NO SIGN,1,-45,7.75,434,0
2022-5-7--11-29-15-465,-0.52,1.06,-0.46,0.34,0.92,-2.28,0.04,-0.05,1.05,41.49,-89.5,192979,0,0,0,0,0.11,0.07,1.06,23.03,206.76,NO SIGN,1,-44,7.72,434,0
2022-5-7--11-29-15-895,-0.49,1.09,-0.47,-0.12,1.44,-0.85,0.06,-0.05,1.02,41.49,-89.5,192911,0,0,0,0,0.11,0.07,1.07,23.03,206.41,NO SIGN,1,-48,7.75,434,0
2022-5-7--11-29-16-325,-0.48,1.06,-0.43,0.83,1.36,-2.21,0.04,-0.06,1.04,41.49,-89.5,192897,0,0,0,0,0.1,0.09,1.07,23.04,206.68,NO SIGN,1,-52,7.72,434,0
2022-5-7--11-29-16-754,-0.52,1.07,-0.47,0.34,1.09,-1.07,0.02,-0.05,1.04,41.49,-89.5,192836,0,0,0,0,0.12,0.1,1.07,23.04,206.94,NO SIGN,1,-45,7.71,434,0
2022-5-7--11-29-17-184,-0.52,1.07,-0.46,0.76,1.56,-1.18,0.01,-0.06,1.04,41.49,-89.5,192824,0,0,0,0,0.11,0.08,1.06,23.04,207.21,NO SIGN,1,-45,7.76,434,0
2022-5-7--11-29-17-613,-0.47,1.06,-0.42,0.88,0.68,-1.52,0.03,-0.06,1.03,41.49,-89.5,192783,0,0,0,0,0.11,0.07,1.07,23.04,206.77,NO SIGN,1,-45,7.75,434,0
2022-5-7--11-29-18-43,-0.48,1.08,-0.43,0.75,0.53,-1.21,0.04,-0.05,1.04,41.49,-89.5,192698,0,0,0,0,0.1,0.07,1.07,23.05,206.78,NO SIGN,1,-45,6.75,434,0
2022-5-7--11-29-18-473,-0.52,1.06,-0.46,0.01,0.61,-1.39,0.06,0,1.02,41.49,-89.5,192701,0,0,0,0,0.1,0.08,1.07,23.05,206.69,NO SIGN,1,-45,7.76,434,0
2022-5-7--11-29-18-903,-0.48,1.06,-0.42,0.47,1.23,-1.17,0.04,-0.04,1.04,41.49,-89.5,192662,0,0,0,0,0.1,0.09,1.07,23.05,206.6,NO SIGN,1,-47,7.72,434,0
2022-5-7--11-29-19-332,-0.48,1.1,-0.46,0.01,1.64,-1.05,0.02,-0.06,1.03,41.49,-89.5,192611,0,0,0,0,0.12,0.09,1.07,23.05,206.34,NO SIGN,1,-57,7.75,434,0
2022-5-7--11-29-19-762,-0.51,1.07,-0.47,0.43,1.37,-1.29,0,-0.09,1.04,41.49,-89.5,192552,0,0,0,0,0.11,0.09,1.07,23.06,206.61,NO SIGN,1,-45,7.7,434,0
2022-5-7--11-29-20-192,-0.48,1.06,-0.43,0.11,0.73,-1.09,0.02,-0.07,1.02,41.49,-89.5,192547,0,0,0,0,0.12,0.09,1.07,23.06,207.22,NO SIGN,1,-45,7.72,434,0
2022-5-7--11-29-20-622,-0.48,1.06,-0.43,0.35,1.46,-1.78,0,-0.06,1.03,41.49,-89.5,192472,0,0,0,0,0.13,0.1,1.06,23.06,207.04,NO SIGN,1,-45,7.72,434,0
2022-5-7--11-29-21-51,-0.49,1.06,-0.47,0.53,0.99,-0.83,0.03,-0.07,1.02,41.49,-89.5,192412,0,0,0,0,0.11,0.09,1.07,23.07,206.96,NO SIGN,1,-46,7.72,434,0
2022-5-7--11-29-21-481,-0.52,1.06,-0.47,0.2,0.52,-1.13,0.04,-0.06,1.03,41.49,-89.5,192377,0,0,0,0,0.1,0.08,1.07,23.07,206.79,NO SIGN,1,-61,7.73,434,0
2022-5-7--11-29-21-911,-0.47,1.11,-0.46,0.7,1,-0.81,0.05,-0.06,1.02,41.49,-89.5,192317,0,0,0,0,0.11,0.07,1.07,23.07,207.05,NO SIGN,1,-61,7.72,434,0
2022-5-7--11-29-22-341,-0.48,1.06,-0.43,0.86,1.42,-1.28,0.03,-0.04,1.03,41.49,-89.5,192253,0,0,0,0,0.11,0.08,1.06,23.07,206.79,NO SIGN,1,-59,7.72,434,0
2022-5-7--11-29-22-770,-0.48,1.06,-0.44,-0.04,1.17,-0.9,0.05,-0.04,1.04,41.49,-89.5,192214,0,0,0,0,0.1,0.08,1.06,23.08,206.97,NO SIGN,1,-58,7.74,434,0
2022-5-7--11-29-23-200,-0.5,1.08,-0.46,0.35,1.52,-1.3,0.03,-0.06,1.03,41.49,-89.5,192124,0,0,0,0,0.12,0.08,1.07,23.08,206.88,NO SIGN,1,-60,7.75,434,0
2022-5-7--11-29-23-630,-0.49,1.11,-0.47,1.57,1.42,-1.08,0.03,-0.05,1.04,41.49,-89.5,192044,0,0,0,0,0.1,0.1,1.06,23.08,206.71,NO SIGN,1,-58,7.74,434,0
2022-5-7--11-29-24-59,-0.51,1.07,-0.46,0.14,1,-1.59,0.02,-0.02,1.03,41.49,-89.5,192011,0,0,0,0,0.12,0.09,1.06,23.08,206.45,NO SIGN,1,-51,7.72,434,0
2022-5-7--11-29-24-489,-0.52,1.07,-0.47,0.32,1.22,-1.92,0.03,-0.07,1.03,41.49,-89.5,191946,0,0,0,0,0.12,0.08,1.07,23.08,206.62,NO SIGN,1,-49,7.35,434,0
2022-5-7--11-29-24-919,-0.48,1.06,-0.42,0.8,1.23,-1.4,0.03,-0.06,1.04,41.49,-89.5,191874,0,0,0,0,0.11,0.09,1.07,23.09,206.72,NO SIGN,1,-49,7.74,434,0
2022-5-7--11-29-25-349,-0.49,1.06,-0.43,0.47,1.01,-1.43,0.02,-0.04,1.04,41.49,-89.5,191811,0,0,0,0,0.12,0.08,1.06,23.09,206.63,NO SIGN,1,-51,7.72,434,0
2022-5-7--11-29-25-778,-0.48,1.06,-0.43,0.51,1.18,-1.46,0.04,-0.07,1.03,41.49,-89.5,191740,0,0,0,0,0.11,0.09,1.07,23.09,206.37,NO SIGN,1,-54,7.75,434,0
2022-5-7--11-29-26-208,-0.48,1.06,-0.42,0.52,1.2,-1.34,0.02,-0.07,1.03,41.49,-89.5,191669,0,0,0,0,0.11,0.09,1.06,23.1,206.81,NO SIGN,1,-50,7.73,434,0
2022-5-7--11-29-26-638,-0.48,1.05,-0.43,0.44,0.49,-0.57,0.03,-0.07,1.03,41.49,-89.5,191610,0,0,0,0,0.11,0.09,1.06,23.1,206.46,NO SIGN,1,-48,7.75,434,0
2022-5-7--11-29-27-68,-0.48,1.06,-0.43,1.01,0.72,-1.56,0.04,-0.07,1.05,41.49,-89.5,191566,0,0,0,0,0.11,0.09,1.07,23.1,206.9,NO SIGN,1,-48,7.75,434,0
2022-5-7--11-29-27-497,-0.52,1.07,-0.47,0.97,1.13,-1.45,0.04,-0.02,1.03,41.49,-89.5,191511,0,0,0,0,0.09,0.09,1.07,23.1,206.72,NO SIGN,1,-56,7.74,434,0
2022-5-7--11-29-27-927,-0.48,1.06,-0.43,0.67,0.69,-1.67,0.03,-0.05,1.05,41.49,-89.5,191473,0,0,0,0,0.13,0.09,1.06,23.11,206.55,NO SIGN,1,-59,7.73,434,0
2022-5-7--11-29-28-357,-0.48,1.11,-0.46,0.32,1.06,-1.78,0.04,-0.07,1.03,41.49,-89.5,191415,0,0,0,0,0.13,0.08,1.07,23.11,206.73,NO SIGN,1,-55,7.73,434,0
2022-5-7--11-29-28-786,-0.48,1.06,-0.42,0.68,1.64,-1.7,0.03,-0.04,1.04,41.49,-89.5,191355,0,0,0,0,0.1,0.09,1.07,23.11,206.47,NO SIGN,1,-55,7.75,434,0
2022-5-7--11-29-29-217,-0.52,1.07,-0.47,0,0.92,-1.3,0.01,-0.05,1.04,41.49,-89.5,191278,0,0,0,0,0.11,0.09,1.07,23.11,206.91,NO SIGN,1,-56,7.74,434,0
2022-5-7--11-29-29-646,-0.48,1.06,-0.43,-0.3,1.92,-2.07,0.04,-0.08,1.04,41.49,-89.5,191197,0,0,0,0,0.14,0.09,1.07,23.12,206.74,NO SIGN,1,-59,7.71,434,0
2022-5-7--11-29-30-76,-0.48,1.09,-0.47,-0.48,1.46,-1.5,0.01,-0.07,1.03,41.49,-89.5,191117,0,0,0,0,0.11,0.1,1.06,23.12,206.3,NO SIGN,1,-62,7.72,434,0
2022-5-7--11-29-30-506,-0.52,1.06,-0.46,0.35,0.94,-1.08,0.02,-0.05,1.04,41.49,-89.5,191147,0,0,0,0,0.12,0.09,1.06,23.12,206.82,NO SIGN,1,-65,7.72,434,0
2022-5-7--11-29-30-935,-0.52,1.07,-0.47,0.66,0.95,-1.52,0.02,-0.06,1.03,41.49,-89.5,191109,0,0,0,0,0.11,0.07,1.06,23.13,206.22,NO SIGN,1,-57,7.73,434,0
2022-5-7--11-29-31-365,-0.48,1.11,-0.47,0.64,1.09,-1.47,0.04,-0.05,1.03,41.49,-89.5,191110,0,0,0,0,0.1,0.08,1.07,23.13,206.39,NO SIGN,1,-57,7.74,434,0
2022-5-7--11-29-31-795,-0.52,1.06,-0.46,0.22,0.99,-1.75,0.04,-0.05,1.04,41.49,-89.5,191065,0,0,0,0,0.11,0.09,1.07,23.13,206.57,NO SIGN,1,-59,7.72,434,0
2022-5-7--11-29-32-225,-0.52,1.07,-0.47,0.57,1.32,-1.7,0.02,-0.05,1.03,41.49,-89.5,191037,0,0,0,0,0.11,0.09,1.06,23.13,206.57,NO SIGN,1,-62,7.72,434,0
2022-5-7--11-29-32-654,-0.49,1.11,-0.47,0.79,0.7,-1.34,0.04,-0.04,1.03,41.49,-89.5,191027,0,0,0,0,0.11,0.07,1.07,23.13,206.66,NO SIGN,1,-61,7.71,434,0
2022-5-7--11-29-33-84,-0.48,1.11,-0.47,0.89,0.73,-1.42,0.03,-0.04,1.03,41.49,-89.5,191010,0,0,0,0,0.11,0.07,1.07,23.14,206.66,NO SIGN,1,-63,7.72,434,0
2022-5-7--11-29-33-514,-0.52,1.06,-0.47,0.26,1.08,-1.13,0.05,-0.08,1.03,41.49,-89.5,190940,0,0,0,0,0.12,0.07,1.07,23.14,206.31,NO SIGN,1,-64,7.74,434,0
2022-5-7--11-29-33-943,-0.48,1.06,-0.43,0.31,1.46,-1.54,0.04,-0.04,1.03,41.49,-89.5,190906,0,0,0,0,0.1,0.09,1.06,23.14,206.31,NO SIGN,1,-65,7.74,434,0
2022-5-7--11-29-34-373,-0.48,1.12,-0.47,0.24,0.9,-1.1,0.06,-0.02,1.04,41.49,-89.5,190860,0,0,0,0,0.11,0.08,1.06,23.15,206.14,NO SIGN,1,-62,7.76,434,0
2022-5-7--11-29-34-803,-0.48,1.06,-0.43,0.41,1.02,-1.31,0.05,-0.07,1.04,41.49,-89.5,190786,0,0,0,0,0.12,0.07,1.07,23.15,206.06,NO SIGN,1,-61,7.77,434,0
2022-5-7--11-29-35-233,-0.48,1.06,-0.43,0.85,0.73,-0.97,0.03,-0.06,1.04,41.49,-89.5,190715,0,0,0,0,0.09,0.09,1.07,23.15,206.85,NO SIGN,1,-63,7.75,434,0
2022-5-7--11-29-35-662,-0.48,1.11,-0.46,-0.07,1.64,-1.02,0.01,-0.04,1.02,41.49,-89.5,190687,0,0,0,0,0.11,0.09,1.07,23.15,206.32,NO SIGN,1,-52,7.73,434,0
2022-5-7--11-29-36-92,-0.48,1.06,-0.41,0.65,1.2,-1.71,0.03,-0.08,1.04,41.49,-89.5,190660,0,0,0,0,0.13,0.09,1.06,23.15,206.85,NO SIGN,1,-58,7.73,434,0
2022-5-7--11-29-36-522,-0.48,1.06,-0.43,0.61,1.29,-1.57,0.02,-0.02,1.03,41.49,-89.5,190632,0,0,0,0,0.1,0.11,1.07,23.16,206.68,NO SIGN,1,-57,7.75,434,0
2022-5-7--11-29-36-952,-0.52,1.07,-0.43,0.04,0.06,-0.74,0.03,-0.04,1.03,41.49,-89.5,190527,0,0,0,0,0.11,0.08,1.07,23.16,206.85,NO SIGN,1,-61,7.75,434,0
2022-5-7--11-29-37-382,-0.48,1.05,-0.44,0.66,1.72,-1.51,0.03,-0.05,1.04,41.49,-89.5,190454,0,0,0,0,0.12,0.07,1.06,23.16,206.76,NO SIGN,1,-59,7.75,434,0
2022-5-7--11-29-37-811,-0.48,1.06,-0.46,0.97,1.1,-1.58,0.04,-0.04,1.03,41.49,-89.5,190403,0,0,0,0,0.1,0.08,1.06,23.17,206.95,NO SIGN,1,-60,7.71,434,0
2022-5-7--11-29-38-241,-0.48,1.06,-0.43,-0.22,0.94,-0.46,0.04,-0.02,1.03,41.49,-89.5,190374,0,0,0,0,0.11,0.08,1.07,23.17,206.6,NO SIGN,1,-61,7.75,434,0
2022-5-7--11-29-38-671,-0.51,1.06,-0.47,0.29,1.52,-0.94,0.05,-0.07,1.03,41.49,-89.5,190418,0,0,0,0,0.13,0.09,1.07,23.17,206.51,NO SIGN,1,-51,7.72,434,0
2022-5-7--11-29-39-100,-0.48,1.1,-0.46,0.51,1.66,-1.69,0.02,-0.05,1.04,41.49,-89.5,190360,0,0,0,0,0.1,0.11,1.07,23.17,206.6,NO SIGN,1,-45,7.72,434,0
2022-5-7--11-29-39-530,-0.51,1.06,-0.47,-0.12,1.19,-1.33,0,-0.04,1.02,41.49,-89.5,190341,0,0,0,0,0.1,0.09,1.07,23.17,206.51,NO SIGN,1,-44,7.72,434,0
2022-5-7--11-29-39-960,-0.53,1.07,-0.46,0.24,1.03,-1.08,0.03,-0.06,1.02,41.49,-89.5,190303,0,0,0,0,0.13,0.08,1.07,23.18,206.78,NO SIGN,1,-46,7.75,434,0
2022-5-7--11-29-40-390,-0.48,1.05,-0.42,0.68,0.33,-0.94,0.03,-0.08,1.03,41.49,-89.5,190296,0,0,0,0,0.11,0.08,1.07,23.18,206.52,NO SIGN,1,-44,7.72,434,0
2022-5-7--11-29-40-819,-0.48,1.08,-0.46,0.46,1.09,-1.23,0.04,-0.03,1.03,41.49,-89.5,190309,0,0,0,0,0.1,0.09,1.07,23.18,206.6,NO SIGN,1,-45,7.73,434,0
2022-5-7--11-29-41-249,-0.51,1.06,-0.46,-0.53,0.93,-0.94,0.03,-0.06,1.04,41.49,-89.5,190184,0,0,0,0,0.13,0.08,1.07,23.19,206.61,NO SIGN,1,-45,7.71,434,0
2022-5-7--11-29-41-679,-0.51,1.08,-0.47,0.42,1.04,-1.67,0.04,-0.07,1.04,41.49,-89.5,190116,0,0,0,0,0.11,0.08,1.07,23.19,206.96,NO SIGN,1,-45,7.75,434,0
2022-5-7--11-29-42-108,-0.48,1.06,-0.42,-0.06,1.32,-0.81,0.04,-0.03,1.03,41.49,-89.5,190058,0,0,0,0,0.11,0.09,1.06,23.19,206.7,NO SIGN,1,-45,7.72,434,0
2022-5-7--11-29-42-538,-0.51,1.05,-0.46,0.36,1.13,-1.01,0.03,-0.06,1.03,41.49,-89.5,190028,0,0,0,0,0.13,0.09,1.07,23.19,206.7,NO SIGN,1,-44,7.74,434,0
2022-5-7--11-29-42-968,-0.51,1.06,-0.47,0.48,1.88,-1.58,0,-0.09,1.03,41.49,-89.5,189952,0,0,0,0,0.12,0.11,1.06,23.2,207.32,NO SIGN,1,-45,7.73,434,0
2022-5-7--11-29-43-398,-0.48,1.05,-0.41,1.14,0.86,-1.24,0,-0.05,1.03,41.49,-89.5,189958,0,0,0,0,0.1,0.1,1.06,23.2,206.97,NO SIGN,1,-45,7.74,434,0
2022-5-7--11-29-43-827,-0.48,1.09,-0.46,0.45,0.36,-1.05,0.03,-0.09,1.03,41.49,-89.5,189914,0,0,0,0,0.12,0.08,1.07,23.2,207.41,NO SIGN,1,-45,7.75,434,0
2022-5-7--11-29-44-257,-0.52,1.06,-0.46,1.41,1.47,-1.23,0.03,-0.05,1.02,41.49,-89.5,189902,0,0,0,0,0.11,0.07,1.07,23.21,206.62,NO SIGN,1,-45,7.71,434,0
2022-5-7--11-29-44-687,-0.52,1.07,-0.47,0.21,0.81,-0.74,0,-0.04,1.02,41.49,-89.5,189900,0,0,0,0,0.1,0.08,1.06,23.21,207.15,NO SIGN,1,-45,7.73,434,0
2022-5-7--11-29-45-117,-0.48,1.11,-0.46,0.14,1.25,-1.17,0.04,-0.08,1.02,41.49,-89.5,189910,0,0,0,0,0.12,0.07,1.07,23.21,206.8,NO SIGN,1,-44,7.72,434,0
2022-5-7--11-29-45-546,-0.48,1.07,-0.43,2.33,1.73,-2.47,0.03,-0.06,1.02,41.49,-89.5,189932,0,0,0,0,0.11,0.09,1.06,23.22,207.07,NO SIGN,1,-44,7.73,434,0
2022-5-7--11-29-45-976,-0.48,1.06,-0.43,0.67,1.09,-0.94,0,-0.08,1.04,41.49,-89.5,189928,0,0,0,0,0.1,0.09,1.06,23.22,207.33,NO SIGN,1,-44,7.72,434,0
2022-5-7--11-29-46-406,-0.48,1.07,-0.43,1.23,0.87,-1.7,0.04,-0.06,1.03,41.49,-89.5,189946,0,0,0,0,0.11,0.06,1.07,23.22,206.89,NO SIGN,1,-44,7.73,434,0
2022-5-7--11-29-46-837,-0.48,1.12,-0.47,0.86,1.01,-1.66,0.03,-0.05,1.04,41.49,-89.5,189866,0,0,0,0,0.12,0.06,1.06,23.22,207.24,NO SIGN,1,-43,7.75,434,0
2022-5-7--11-29-47-266,-0.51,1.06,-0.46,0.25,0.87,-0.63,0.03,-0.03,1.03,41.49,-89.5,189838,0,0,0,0,0.1,0.08,1.06,23.23,206.99,NO SIGN,1,-44,7.73,434,0
2022-5-7--11-29-47-695,-0.48,1.06,-0.42,0.35,0.97,-0.33,0.02,-0.06,1.04,41.49,-89.5,189792,0,0,0,0,0.12,0.09,1.06,23.23,206.73,NO SIGN,1,-44,7.75,434,0
2022-5-7--11-29-48-125,-0.48,1.11,-0.47,0.99,0.92,-1.92,0.03,-0.06,1.03,41.49,-89.5,189811,0,0,0,0,0.12,0.09,1.06,23.23,207.43,NO SIGN,1,-45,7.74,434,0
2022-5-7--11-29-48-554,-0.48,1.11,-0.47,1.36,1.15,-0.89,0.02,-0.03,1.04,41.49,-89.5,189757,0,0,0,0,0.11,0.09,1.06,23.23,206.9,NO SIGN,1,-60,7.72,434,0
2022-5-7--11-29-48-984,-0.48,1.06,-0.43,0.51,0.83,-1.5,0.03,-0.07,1.03,41.49,-89.5,189673,0,0,0,0,0.12,0.08,1.07,23.24,206.91,NO SIGN,1,-58,7.74,434,0
2022-5-7--11-29-49-414,-0.48,1.06,-0.42,1.27,1.26,-1.77,0.04,-0.03,1.04,41.49,-89.5,189619,0,0,0,0,0.1,0.09,1.07,23.24,206.65,NO SIGN,1,-78,7.75,434,0
2022-5-7--11-29-49-844,-0.48,1.05,-0.43,0.84,1.27,-1.78,0.02,-0.04,1.03,41.49,-89.5,189430,0,0,0,0,0.11,0.09,1.06,23.24,207,NO SIGN,1,-66,7.73,434,0
2022-5-7--11-29-50-273,-0.48,1.06,-0.44,0.04,1.23,-1.25,0.05,-0.05,1.04,41.49,-89.5,189463,0,0,0,0,0.13,0.08,1.06,23.24,207.08,NO SIGN,1,-67,7.75,434,0
2022-5-7--11-29-50-703,-0.52,1.05,-0.46,-0.04,1.97,-1.15,0.02,-0.07,1.03,41.49,-89.5,189480,0,0,0,0,0.12,0.11,1.07,23.25,206.83,NO SIGN,1,-68,7.75,434,0
2022-5-7--11-29-51-133,-0.5,1.06,-0.42,0.24,1.16,-1.24,0.01,-0.06,1.02,41.49,-89.5,189397,0,0,0,0,0.12,0.1,1.06,23.25,207,NO SIGN,1,-71,7.74,434,0
2022-5-7--11-29-51-563,-0.48,1.11,-0.47,0.56,1.32,-1.35,0.02,-0.05,1.04,41.49,-89.5,189356,0,0,0,0,0.13,0.1,1.06,23.25,207.09,NO SIGN,1,-69,7.74,434,0
2022-5-7--11-29-51-992,-0.49,1.06,-0.47,-0.06,0.49,-1.94,0.02,-0.06,1.04,41.49,-89.5,189319,0,0,0,0,0.11,0.07,1.06,23.25,207.44,NO SIGN,1,-72,7.73,434,0
2022-5-7--11-29-52-422,-0.48,1.05,-0.42,0.65,1.23,-1.07,0.06,-0.07,1.04,41.49,-89.5,189308,0,0,0,0,0.12,0.08,1.06,23.26,207.27,NO SIGN,1,-67,7.75,434,0
2022-5-7--11-29-52-852,-0.48,1.11,-0.43,0.66,1.3,-2.57,0.02,-0.05,1.05,41.49,-89.5,189299,0,0,0,0,0.09,0.1,1.07,23.26,207.01,NO SIGN,1,-64,7.72,434,0
2022-5-7--11-29-53-282,-0.49,1.06,-0.44,0.11,1.08,-0.96,0.01,-0.02,1.03,41.49,-89.5,189272,0,0,0,0,0.12,0.09,1.07,23.26,207.1,NO SIGN,1,-63,7.75,434,0
2022-5-7--11-29-53-711,-0.52,1.06,-0.42,1.45,0.98,-1.85,0.01,-0.06,1.04,41.49,-89.5,189268,0,0,0,0,0.12,0.09,1.07,23.27,206.93,NO SIGN,1,-62,7.13,434,0
2022-5-7--11-29-54-141,-0.48,1.06,-0.43,1.16,1.17,-1.28,0.03,-0.06,1.04,41.49,-89.5,189230,0,0,0,0,0.11,0.1,1.06,23.27,207.63,NO SIGN,1,-71,7.74,434,0
2022-5-7--11-29-54-571,-0.48,1.09,-0.46,0.12,0.39,-1.1,0.03,-0.07,1.03,41.49,-89.5,189202,0,0,0,0,0.1,0.07,1.07,23.27,207.28,NO SIGN,1,-73,7.74,434,0
2022-5-7--11-29-55-1,-0.49,1.05,-0.46,0.95,1.49,-2.1,0.07,-0.06,1.03,41.49,-89.5,189174,0,0,0,0,0.11,0.06,1.06,23.27,207.19,NO SIGN,1,-67,7.75,434,0
2022-5-7--11-29-55-430,-0.52,1.06,-0.46,0.73,1.58,-1.82,0.03,-0.03,1.04,41.49,-89.5,189132,0,0,0,0,0.09,0.1,1.07,23.28,207.81,NO SIGN,1,-63,7.72,434,0
2022-5-7--11-29-55-860,-0.48,1.09,-0.46,0.37,1.28,-0.8,0.02,-0.04,1.03,41.49,-89.5,188988,0,0,0,0,0.11,0.11,1.07,23.28,206.94,NO SIGN,1,-65,7.73,434,0
2022-5-7--11-29-56-290,-0.48,1.06,-0.42,0.44,1.4,-0.98,0.04,-0.09,1.04,41.49,-89.5,188975,0,0,0,0,0.12,0.1,1.06,23.28,207.02,NO SIGN,1,-64,7.73,434,0
2022-5-7--11-29-56-719,-0.53,1.06,-0.46,0.96,1.3,-1.02,0.02,-0.05,1.04,41.49,-89.5,188903,0,0,0,0,0.11,0.1,1.07,23.28,206.94,NO SIGN,1,-62,7.72,434,0
2022-5-7--11-29-57-149,-0.52,1.06,-0.46,1.09,0.99,-2.07,0.05,-0.04,1.05,41.49,-89.5,188899,0,0,0,0,0.11,0.08,1.06,23.29,206.94,NO SIGN,1,-63,7.74,434,0
2022-5-7--11-29-57-579,-0.48,1.11,-0.46,0.29,1.32,-1.5,0.05,-0.05,1.03,41.49,-89.5,188838,0,0,0,0,0.12,0.08,1.06,23.29,206.94,NO SIGN,1,-63,7.75,434,0
2022-5-7--11-29-58-9,-0.48,1.1,-0.46,0.23,1.96,-1.82,0.04,-0.03,1.03,41.49,-89.5,188837,0,0,0,0,0.1,0.1,1.07,23.29,207.38,NO SIGN,1,-71,7.73,434,0
2022-5-7--11-29-58-439,-0.48,1.06,-0.42,-0.05,1.4,-1.25,0.01,-0.04,1.02,41.49,-89.5,188884,0,0,0,0,0.12,0.09,1.06,23.3,207.21,NO SIGN,1,-65,7.7,434,0
2022-5-7--11-29-58-868,-0.48,1.05,-0.42,0.78,1.09,-1.52,0.04,-0.06,1.02,41.49,-89.5,188901,0,0,0,0,0.13,0.07,1.07,23.3,206.86,NO SIGN,1,-65,7.72,434,0
2022-5-7--11-29-59-298,-0.48,1.11,-0.47,1.52,0.86,-1.67,0.03,-0.05,1.04,41.49,-89.5,188952,0,0,0,0,0.1,0.08,1.07,23.3,206.77,NO SIGN,1,-67,6.97,434,0
2022-5-7--11-29-59-728,-0.48,1.06,-0.45,0.31,0.78,-1.47,0.03,-0.05,1.03,41.49,-89.5,189071,0,0,0,0,0.1,0.07,1.07,23.3,207.3,NO SIGN,1,-57,7.71,434,0
2022-5-7--11-30-00-157,-0.52,1.06,-0.46,0.38,0.94,-1.72,0.05,-0.06,1.04,41.49,-89.5,189106,0,0,0,0,0.11,0.07,1.07,23.31,207.4,NO SIGN,1,-52,7.74,434,0
2022-5-7--11-30-00-587,-0.5,1.08,-0.46,0.89,1.29,-1.05,0.07,-0.02,1.04,41.49,-89.5,189079,0,0,0,0,0.1,0.06,1.07,23.31,208.18,NO SIGN,1,-47,7.73,434,0
2022-5-7--11-30-01-17,-0.48,1.11,-0.47,0.18,1.32,-0.88,0.03,-0.06,1.05,41.49,-89.5,189047,0,0,0,0,0.11,0.08,1.06,23.31,207.92,NO SIGN,1,-47,7.72,434,0
