Time,LSM_IMU_mx,LSM_IMU_my,LSM_IMU_mz,LSM_IMU_gx,LSM_IMU_gy,LSM_IMU_gz,LSM_IMU_ax,LSM_IMU_ay,LSM_IMU_az,gps_lat,gps_long,gps_alt,STE_ALT,STE_VEL,STE_ACC,STE_APO,KX_IMU_ax,KX_IMU_ay,KX_IMU_az,TEMP,barometer_alt,sign,FSM_state,RSSI,Voltage,frequency,flap_extension,pressure
2022-10-29--13-08-24-471,0,0,0,-3.375,5.125,-5.625,0,0,0,41.48908,-89.50301,182973,2274.95166,196.46829,-19.79844,3983.22119,-0.47266,0.20703,-1.02344,33,2347.46558,NOSIGN,6,-69,8,434,0,779.5625
2022-10-29--13-08-24-567,0,0,0,-3.625,0,-7.125,0,0,0,41.48908,-89.50301,182973,2274.95166,196.46829,-19.79844,3983.22119,-0.50391,0.12109,-1.02734,33,2427.52466,NOSIGN,6,-69,8,434,0,772.625
2022-10-29--13-08-24-648,0,0,0,-4.25,-0.625,-4.5,0,0,0,41.48908,-89.50301,182973,2274.95166,196.46829,-19.79844,3983.22119,-0.44922,0.19141,-1.02734,33,2388.48755,NOSIGN,6,-69,8,434,0,776
2022-10-29--13-08-24-776,0,0,0,-2.625,-5.125,-6.375,0,0,0,41.48916,-89.50282,183064,2388.60547,192.72263,-19.80951,4043.32886,-0.47266,0.19531,-0.98047,33,2533.92944,NOSIGN,6,-58,7.9375,434,0,763.5
2022-10-29--13-08-24-855,0,0,0,-3.25,-2.25,-6.25,0,0,0,41.48916,-89.50282,183064,2388.60547,192.72263,-19.80951,4043.32886,-0.41797,0.18359,-0.97656,33,2473.28418,NOSIGN,6,-58,7.9375,434,0,768.6875
2022-10-29--13-08-24-946,0,0,0,-5.25,-2.875,5.375,0,0,0,41.48916,-89.50282,183064,2388.60547,192.72263,-19.80951,4043.32886,-0.46094,0.22656,-0.92969,33,2536.12915,NOSIGN,6,-58,7.9375,434,0,763.3125
2022-10-29--13-08-25-26,0,0,0,-3.5,-0.375,-4.125,0,0,0,41.48916,-89.50282,183064,2388.60547,192.72263,-19.80951,4043.32886,-0.57422,0.07813,-0.92578,33,2576.55322,NOSIGN,6,-58,7.9375,434,0,759.875
2022-10-29--13-08-25-182,0,0,0,-3.75,0.25,-5,0,0,0,41.48923,-89.50264,183154,2495.74609,191.10693,-18.52999,4128.55127,-0.53516,0.19531,-0.89453,33,2656.46606,NOSIGN,6,-55,8,434,0,753.125
2022-10-29--13-08-25-261,0,0,0,-6,5,0.75,0,0,0,41.48923,-89.50264,183154,2495.74609,191.10693,-18.52999,4128.55127,-0.59375,0.03906,-0.88672,33,2723.60937,NOSIGN,6,-55,8,434,0,747.5
2022-10-29--13-08-25-353,0,0,0,-3.5,0.875,-8.125,0,0,0,41.48923,-89.50264,183154,2495.74609,191.10693,-18.52999,4128.55127,-0.48437,0.09766,-0.91797,33,2762.63379,NOSIGN,6,-55,8,434,0,744.25
2022-10-29--13-08-25-433,0,0,0,-3.625,-0.625,-5.125,0,0,0,41.48923,-89.50264,183154,2495.74609,191.10693,-18.52999,4128.55127,-0.48828,0.12109,-0.84375,33,2769.40527,NOSIGN,6,-55,8,434,0,743.6875
2022-10-29--13-08-25-594,0,0,0,-2.375,3.25,-16.5,0,0,0,41.48931,-89.50244,183245,2622.79883,190.25139,-18.31225,4245.61084,-0.57422,0.04687,-0.8125,33,2808.63037,NOSIGN,6,-62,8,434,0,740.4375
2022-10-29--13-08-25-692,0,0,0,-2.375,2.375,-18.375,0,0,0,41.48931,-89.50244,183245,2622.79883,190.25139,-18.31225,4245.61084,-0.48047,0.05469,-0.87109,33,2832.85449,NOSIGN,6,-62,8,434,0,738.4375
2022-10-29--13-08-25-790,0,0,0,-3.5,3.875,-5.375,0,0,0,41.48931,-89.50244,183245,2622.79883,190.25139,-18.31225,4245.61084,-0.44531,0.10156,-0.78516,33,2841.19678,NOSIGN,6,-62,8,434,0,737.75
2022-10-29--13-08-25-873,0,0,0,-3.875,0.375,-4.625,0,0,0,41.48931,-89.50244,183245,2622.79883,190.25139,-18.31225,4245.61084,-0.53125,0.03125,-0.76953,33,2890.65088,NOSIGN,6,-62,8,434,0,733.6875
2022-10-29--13-08-25-999,0,0,0,-5.5,5.75,-1,0,0,0,41.48938,-89.50225,183336,2730.48413,189.86752,-17.31799,4349.80273,-0.35156,0.16016,-0.76953,33,2903.63013,NOSIGN,6,-57,8,434,0,732.625
2022-10-29--13-08-26-78,0,0,0,-3.625,2.375,-6,0,0,0,41.48938,-89.50225,183336,2730.48413,189.86752,-17.31799,4349.80273,-0.44141,0.10156,-0.71484,33,2963.42456,NOSIGN,6,-57,8,434,0,727.75
2022-10-29--13-08-26-168,0,0,0,-1.375,-3.25,-16.875,0,0,0,41.48938,-89.50225,183336,2730.48413,189.86752,-17.31799,4349.80273,-0.40234,0.03125,-0.72656,33,2954.19946,NOSIGN,6,-57,8,434,0,728.5
2022-10-29--13-08-26-247,0,0,0,-2.75,-0.125,-7.5,0,0,0,41.48938,-89.50225,183336,2730.48413,189.86752,-17.31799,4349.80273,-0.36328,0,-0.75781,33,2993.47241,NOSIGN,6,-57,8,434,0,725.3125
2022-10-29--13-08-26-404,0,0,0,-4.125,1,-6.25,0,0,0,41.48945,-89.50206,183427,2853.23682,189.49704,-16.45475,4469.53076,-0.41406,0.05859,-0.67187,33,3056.20288,NOSIGN,6,-67,8.0625,434,0,720.25
2022-10-29--13-08-26-484,0,0,0,-1.875,-4,-16.375,0,0,0,41.48945,-89.50206,183427,2853.23682,189.49704,-16.45475,4469.53076,-0.31641,0.09375,-0.69531,33,3071.75977,NOSIGN,6,-67,8.0625,434,0,719
2022-10-29--13-08-26-575,0,0,0,-3.75,1,-6.5,0,0,0,41.48945,-89.50206,183427,2853.23682,189.49704,-16.45475,4469.53076,-0.28906,0.11719,-0.67187,33,3070.20288,NOSIGN,6,-67,8.0625,434,0,719.125
2022-10-29--13-08-26-655,0,0,0,-2.125,2.875,-20.375,0,0,0,41.48945,-89.50206,183427,2853.23682,189.49704,-16.45475,4469.53076,-0.44141,0.07813,-0.62109,33,3120.94141,NOSIGN,6,-67,8.0625,434,0,715.0625
2022-10-29--13-08-26-814,0,0,0,-3.375,5,-17.5,0,0,0,41.48952,-89.50188,183517,2958.40576,188.91769,-16.24914,4568.15674,-0.37109,0.01172,-0.64062,33,3108.42529,NOSIGN,6,-65,8,434,0,716.0625
2022-10-29--13-08-26-913,0,0,0,-3.125,3.5,-10,0,0,0,41.48952,-89.50188,183517,2958.40576,188.91769,-16.24914,4568.15674,-0.28906,0.01172,-0.64062,33,3142.88696,NOSIGN,6,-65,8,434,0,713.3125
2022-10-29--13-08-27-10,0,0,0,-2.625,4.875,-16.625,0,0,0,41.48952,-89.50188,183517,2958.40576,188.91769,-16.24914,4568.15674,-0.30078,0.02344,-0.59375,33,3174.3313,NOSIGN,6,-65,8,434,0,710.8125
2022-10-29--13-08-27-90,0,0,0,-3.5,2.25,-7.75,0,0,0,41.48952,-89.50188,183517,2958.40576,188.91769,-16.24914,4568.15674,-0.30469,0.02344,-0.57812,33,3190.88379,NOSIGN,6,-65,8,434,0,709.5
2022-10-29--13-08-27-219,0,0,0,-6.75,3,12.75,0,0,0,41.4896,-89.50169,183608,3076.28882,188.33894,-15.683,4679.71045,-0.26172,0.01953,-0.59375,33,3247.07495,NOSIGN,6,-60,8,434,0,705.0625
2022-10-29--13-08-27-300,0,0,0,-3.875,-0.125,-2.875,0,0,0,41.4896,-89.50169,183608,3076.28882,188.33894,-15.683,4679.71045,-0.30469,0.02734,-0.5625,33,3267.74048,NOSIGN,6,-60,8,434,0,703.4375
2022-10-29--13-08-27-392,0,0,0,-4.125,6.625,-9.375,0,0,0,41.4896,-89.50169,183608,3076.28882,188.33894,-15.683,4679.71045,-0.27344,0.04297,-0.54687,33,3278.09106,NOSIGN,6,-60,8,434,0,702.625
2022-10-29--13-08-27-472,0,0,0,-0.875,0,-23.25,0,0,0,41.4896,-89.50169,183608,3076.28882,188.33894,-15.683,4679.71045,-0.26172,0.00781,-0.55078,33,3292.44263,NOSIGN,6,-60,8,434,0,701.5
2022-10-29--13-08-27-625,0,0,0,-5.625,2.75,0.5,0,0,0,41.48967,-89.50149,183699,3177.40308,187.66327,-15.19641,4772.65283,-0.28516,0.03125,-0.51562,33,3345.26221,NOSIGN,6,-73,8.0625,434,0,697.375
2022-10-29--13-08-27-704,0,0,0,-6.75,5.375,5.625,0,0,0,41.48967,-89.50149,183699,3177.40308,187.66327,-15.19641,4772.65283,-0.23828,0.03516,-0.50391,33,3352.48901,NOSIGN,6,-73,8.0625,434,0,696.8125
2022-10-29--13-08-27-794,0,0,0,-3.375,0.375,-8.25,0,0,0,41.48967,-89.50149,183699,3177.40308,187.66327,-15.19641,4772.65283,-0.22266,0.03125,-0.50391,33,3369.37451,NOSIGN,6,-73,8.0625,434,0,695.5
2022-10-29--13-08-27-875,0,0,0,-2.75,0,-14.25,0,0,0,41.48967,-89.50149,183699,3177.40308,187.66327,-15.19641,4772.65283,-0.23437,0.04687,-0.49609,33,3396.78052,NOSIGN,6,-73,8.0625,434,0,693.375
2022-10-29--13-08-28-31,0,0,0,-6.5,5.625,5.25,0,0,0,41.48975,-89.5013,183790,3290.81079,186.68123,-14.70046,4873.45508,-0.25,0.05078,-0.48828,33,3420.22266,NOSIGN,6,-60,8.0625,434,0,691.5625
2022-10-29--13-08-28-130,0,0,0,-4.125,3.375,-5,0,0,0,41.48975,-89.5013,183790,3290.81079,186.68123,-14.70046,4873.45508,-0.24609,0.05859,-0.47656,33,3444.53784,NOSIGN,6,-60,8.0625,434,0,689.6875
2022-10-29--13-08-28-227,0,0,0,-1.875,1.375,-10,0,0,0,41.48975,-89.5013,183790,3290.81079,186.68123,-14.70046,4873.45508,-0.23047,0.03906,-0.47266,33,3458.34595,NOSIGN,6,-60,8.0625,434,0,688.625
2022-10-29--13-08-28-326,0,0,0,-2.75,2.25,-6.375,0,0,0,41.48975,-89.5013,183790,3290.81079,186.68123,-14.70046,4873.45508,-0.20703,0.04687,-0.46484,33,3487.65698,NOSIGN,6,-60,8.0625,434,0,686.375
2022-10-29--13-08-28-436,0,0,0,-1.5,-1.75,-16.625,0,0,0,41.48982,-89.50111,183881,3387.52124,185.73784,-14.45745,4957.75,-0.24219,0.06641,-0.4375,33,3518.70068,NOSIGN,6,-74,8,434,0,684
2022-10-29--13-08-28-515,0,0,0,-2.75,7.875,-13,0,0,0,41.48982,-89.50111,183881,3387.52124,185.73784,-14.45745,4957.75,-0.22266,0.07031,-0.42969,33,3533.44312,NOSIGN,6,-74,8,434,0,682.875
2022-10-29--13-08-28-604,0,0,0,-3.375,1.875,-6.375,0,0,0,41.48982,-89.50111,183881,3387.52124,185.73784,-14.45745,4957.75,-0.21875,0.05469,-0.43359,33,3553.1377,NOSIGN,6,-74,8,434,0,681.375
2022-10-29--13-08-28-684,0,0,0,-5.125,1.375,0.875,0,0,0,41.48982,-89.50111,183881,3387.52124,185.73784,-14.45745,4957.75,-0.22656,0.05469,-0.42578,33,3571.22925,NOSIGN,6,-74,8,434,0,680
2022-10-29--13-08-28-842,0,0,0,-3.125,1.375,-8,0,0,0,41.48989,-89.50092,183972,3494.11719,184.20676,-13.9801,5043.48828,-0.24609,0.04687,-0.40625,33,3604.2168,NOSIGN,6,-65,8,434,0,677.5
2022-10-29--13-08-28-921,0,0,0,-3.125,1.5,-10.375,0,0,0,41.48989,-89.50092,183972,3494.11719,184.20676,-13.9801,5043.48828,-0.21094,0.07813,-0.39453,33,3621.58398,NOSIGN,6,-65,8,434,0,676.1875
2022-10-29--13-08-29-12,0,0,0,-4.625,0.5,4.75,0,0,0,41.48989,-89.50092,183972,3494.11719,184.20676,-13.9801,5043.48828,-0.19531,0.08203,-0.39453,33,3638.98511,NOSIGN,6,-65,8,434,0,674.875
2022-10-29--13-08-29-91,0,0,0,-3.5,1.5,-5,0,0,0,41.48989,-89.50092,183972,3494.11719,184.20676,-13.9801,5043.48828,-0.19141,0.0625,-0.37891,33,3653.927,NOSIGN,6,-65,8,434,0,673.75
2022-10-29--13-08-29-247,0,0,0,-3.375,-2.375,-3.125,0,0,0,41.48997,-89.50073,184063,3584.38818,182.46631,-13.67362,5109.32373,-0.19531,0.06641,-0.36719,33,3671.39111,NOSIGN,6,-62,8.0625,434,0,672.4375
2022-10-29--13-08-29-345,0,0,0,-1.375,1.625,-15.25,0,0,0,41.48997,-89.50073,184063,3584.38818,182.46631,-13.67362,5109.32373,-0.20312,0.05078,-0.35547,33,3689.72339,NOSIGN,6,-62,8.0625,434,0,671.0625
2022-10-29--13-08-29-442,0,0,0,-3.5,2.125,-6.125,0,0,0,41.48997,-89.50073,184063,3584.38818,182.46631,-13.67362,5109.32373,-0.17188,0.07813,-0.36328,33,3701.40894,NOSIGN,6,-62,8.0625,434,0,670.1875
2022-10-29--13-08-29-542,0,0,0,-0.875,0.25,-19.5,0,0,0,41.48997,-89.50073,184063,3584.38818,182.46631,-13.67362,5109.32373,-0.17188,0.08984,-0.35156,33,3722.31372,NOSIGN,6,-62,8.0625,434,0,668.625
2022-10-29--13-08-29-652,0,0,0,-3.5,2.5,-6,0,0,0,41.49004,-89.50054,184154,3683.12109,179.96208,-13.29078,5172.57227,-0.17188,0.08984,-0.33203,33,3751.66309,NOSIGN,6,-66,8.0625,434,0,666.4375
2022-10-29--13-08-29-750,0,0,0,-3.875,-1.375,-5.25,0,0,0,41.49004,-89.50054,184154,3683.12109,179.96208,-13.29078,5172.57227,-0.16797,0.08984,-0.32422,33,3770.1604,NOSIGN,6,-66,8.0625,434,0,665.0625
2022-10-29--13-08-29-845,0,0,0,-4.375,4.375,-0.875,0,0,0,41.49004,-89.50054,184154,3683.12109,179.96208,-13.29078,5172.57227,-0.16016,0.08594,-0.3125,33,3786.16626,NOSIGN,6,-66,8.0625,434,0,663.875
2022-10-29--13-08-29-925,0,0,0,-3.5,2.375,-5.25,0,0,0,41.49004,-89.50054,184154,3683.12109,179.96208,-13.29078,5172.57227,-0.15234,0.09375,-0.30469,33,3797.97852,NOSIGN,6,-66,8.0625,434,0,663
2022-10-29--13-08-30-58,0,0,0,-5.625,5.125,2.625,0,0,0,41.49012,-89.50035,184245,3765.71191,177.41626,-12.98539,5218.73682,-0.15234,0.08203,-0.30078,33,3814.87988,NOSIGN,6,-57,8.0625,434,0,661.75
2022-10-29--13-08-30-156,0,0,0,-6.25,3.125,7.125,0,0,0,41.49012,-89.50035,184245,3765.71191,177.41626,-12.98539,5218.73682,-0.16016,0.07031,-0.29297,33,3832.66089,NOSIGN,6,-57,8.0625,434,0,660.4375
2022-10-29--13-08-30-253,0,0,0,-3.875,2.125,-4.25,0,0,0,41.49012,-89.50035,184245,3765.71191,177.41626,-12.98539,5218.73682,-0.14453,0.08203,-0.29297,33,3843.68604,NOSIGN,6,-57,8.0625,434,0,659.625
2022-10-29--13-08-30-352,0,0,0,-6.625,3.375,14.125,0,0,0,41.49012,-89.50035,184245,3765.71191,177.41626,-12.98539,5218.73682,-0.11328,0.09766,-0.28516,33,3848.77905,NOSIGN,6,-57,8.0625,434,0,659.25
2022-10-29--13-08-30-463,0,0,0,-3.625,2.125,-5.125,0,0,0,41.49012,-89.50035,184245,3856.05933,174.2379,-12.72316,5264.0083,-0.14453,0.0625,-0.26172,33,3889.62793,NOSIGN,6,-64,8,434,0,656.25
2022-10-29--13-08-30-542,0,0,0,-0.75,1.75,-17.875,0,0,0,41.49012,-89.50035,184245,3856.05933,174.2379,-12.72316,5264.0083,-0.13672,0.07031,-0.26172,33,3902.4314,NOSIGN,6,-64,8,434,0,655.3125
2022-10-29--13-08-30-630,0,0,0,-5.375,3.375,4.875,0,0,0,41.49012,-89.50035,184245,3856.05933,174.2379,-12.72316,5264.0083,-0.12891,0.08203,-0.25781,33,3916.10889,NOSIGN,6,-64,8,434,0,654.3125
2022-10-29--13-08-30-709,0,0,0,-3.625,1.25,-5.375,0,0,0,41.49012,-89.50035,184245,3856.05933,174.2379,-12.72316,5264.0083,-0.11719,0.08203,-0.25391,33,3929.80713,NOSIGN,6,-64,8,434,0,653.3125
2022-10-29--13-08-30-868,0,0,0,-1.625,-0.625,-11.625,0,0,0,41.49012,-89.50035,184245,3931.66064,171.14182,-12.41367,5295.86426,-0.09766,0.08984,-0.22656,33,3955.5481,NOSIGN,6,-63,8.0625,434,0,651.4375
2022-10-29--13-08-30-948,0,0,0,-3.75,2,-5.625,0,0,0,41.49012,-89.50035,184245,3931.66064,171.14182,-12.41367,5295.86426,-0.10547,0.09766,-0.22266,33,3973.61084,NOSIGN,6,-63,8.0625,434,0,650.125
2022-10-29--13-08-31-38,0,0,0,-5.5,5.25,-1.5,0,0,0,41.49012,-89.50035,184245,3931.66064,171.14182,-12.41367,5295.86426,-0.10156,0.08984,-0.23047,33,3984.81079,NOSIGN,6,-63,8.0625,434,0,649.3125
2022-10-29--13-08-31-118,0,0,0,-2.625,3.125,-19.75,0,0,0,41.49012,-89.50035,184245,3931.66064,171.14182,-12.41367,5295.86426,-0.07813,0.09766,-0.21484,33,3995.16162,NOSIGN,6,-63,8.0625,434,0,648.5625
2022-10-29--13-08-31-278,0,0,0,-3.625,1.875,-6.125,0,0,0,41.49012,-89.50035,184245,4013.29687,167.26756,-12.14454,5323.05469,-0.08594,0.10156,-0.21094,33,3995.16162,NOSIGN,6,-58,8,434,0,648.5625
2022-10-29--13-08-31-375,0,0,0,-7.625,2.25,8.25,0,0,0,41.49012,-89.50035,184245,4013.29687,167.26756,-12.14454,5323.05469,-0.07422,0.11328,-0.20312,33,4011.5752,NOSIGN,6,-58,8,434,0,647.375
2022-10-29--13-08-31-474,0,0,0,-2.25,1.625,-19.625,0,0,0,41.49012,-89.50035,184245,4013.29687,167.26756,-12.14454,5323.05469,-0.10938,0.07813,-0.19531,33,4033.21753,NOSIGN,6,-58,8,434,0,645.8125
2022-10-29--13-08-31-573,0,0,0,-3.875,2,-4.125,0,0,0,41.49012,-89.50035,184245,4013.29687,167.26756,-12.14454,5323.05469,-0.12109,0.08203,-0.19141,33,4054.0437,NOSIGN,6,-58,8,434,0,644.3125
2022-10-29--13-08-31-683,0,0,0,-4.5,1.875,-2.625,0,0,0,41.49012,-89.50035,184245,4081.48462,163.45029,-11.8723,5338.11719,-0.07031,0.10547,-0.18359,33,4061.86621,NOSIGN,6,-62,8.0625,434,0,643.75
2022-10-29--13-08-31-762,0,0,0,-3.625,2,-5.875,0,0,0,41.49012,-89.50035,184245,4081.48462,163.45029,-11.8723,5338.11719,-0.07422,0.10547,-0.17188,33,4073.177,NOSIGN,6,-62,8.0625,434,0,642.9375
2022-10-29--13-08-31-854,0,0,0,-2.5,1.375,-14.25,0,0,0,41.49012,-89.50035,184245,4081.48462,163.45029,-11.8723,5338.11719,-0.08984,0.10938,-0.16016,33,4087.98999,NOSIGN,6,-62,8.0625,434,0,641.875
2022-10-29--13-08-31-933,0,0,0,-3.625,2.5,-5.625,0,0,0,41.49012,-89.50035,184245,4081.48462,163.45029,-11.8723,5338.11719,-0.08203,0.10547,-0.16016,33,4101.08057,NOSIGN,6,-62,8.0625,434,0,640.9375
2022-10-29--13-08-32-88,0,0,0,-1.125,-0.5,-17.5,0,0,0,41.49012,-89.50035,184245,4154.86768,158.94122,-11.64269,5349.67578,-0.08594,0.07031,-0.16406,33,4131.69971,NOSIGN,6,-65,8.0625,434,0,638.75
2022-10-29--13-08-32-166,0,0,0,-3.875,2.125,-6.875,0,0,0,41.49012,-89.50035,184245,4154.86768,158.94122,-11.64269,5349.67578,-0.04687,0.10156,-0.14844,33,4140.46729,NOSIGN,6,-65,8.0625,434,0,638.125
2022-10-29--13-08-32-258,0,0,0,-5.375,3,12.75,0,0,0,41.49012,-89.50035,184245,4154.86768,158.94122,-11.64269,5349.67578,-0.0625,0.09375,-0.15234,33,4150.12158,NOSIGN,6,-65,8.0625,434,0,637.4375
2022-10-29--13-08-32-338,0,0,0,-3.875,8.25,-12.375,0,0,0,41.49012,-89.50035,184245,4154.86768,158.94122,-11.64269,5349.67578,-0.05859,0.09766,-0.13281,33,4159.78613,NOSIGN,6,-65,8.0625,434,0,636.75
2022-10-29--13-08-32-493,0,0,0,-4.125,2.625,-4.25,0,0,0,41.49012,-89.50035,184245,4216.54785,154.67773,-11.6251,5353.7915,-0.05859,0.08594,-0.13281,33,4172.98242,NOSIGN,6,-58,8,434,0,635.8125
2022-10-29--13-08-32-592,0,0,0,-3.875,1.25,-13,0,0,0,41.49012,-89.50035,184245,4216.54785,154.67773,-11.6251,5353.7915,-0.06641,0.07813,-0.12891,33,4190.60742,NOSIGN,6,-58,8,434,0,634.5625
2022-10-29--13-08-32-689,0,0,0,-2.875,5,-11.125,0,0,0,41.49012,-89.50035,184245,4216.54785,154.67773,-11.6251,5353.7915,-0.07031,0.08203,-0.12891,33,4198.5498,NOSIGN,6,-58,8,434,0,634
2022-10-29--13-08-32-789,0,0,0,-3.375,2.25,-5.5,0,0,0,41.49012,-89.50035,184245,4216.54785,154.67773,-11.6251,5353.7915,-0.04687,0.09375,-0.13672,33,4208.26709,NOSIGN,6,-58,8,434,0,633.3125
2022-10-29--13-08-32-898,0,0,0,-5,-0.625,5,0,0,0,41.49012,-89.50035,184245,4280.71777,149.45708,-11.23586,5348.64648,-0.05078,0.11719,-0.10938,33,4216.2251,NOSIGN,6,-66,8,434,0,632.75
2022-10-29--13-08-32-998,0,0,0,-3.75,2.625,-5.625,0,0,0,41.49012,-89.50035,184245,4280.71777,149.45708,-11.23586,5348.64648,-0.06641,0.10156,-0.09766,33,4233.93555,NOSIGN,6,-66,8,434,0,631.5
2022-10-29--13-08-33-92,0,0,0,-5.875,2.125,6.875,0,0,0,41.49012,-89.50035,184245,4280.71777,149.45708,-11.23586,5348.64648,-0.0625,0.11719,-0.08984,33,4246.35352,NOSIGN,6,-66,8,434,0,630.625
2022-10-29--13-08-33-171,0,0,0,-2.75,0.25,-7.875,0,0,0,41.49012,-89.50035,184245,4280.71777,149.45708,-11.23586,5348.64648,-0.02734,0.11328,-0.08984,33,4261.45605,NOSIGN,6,-66,8,434,0,629.5625
2022-10-29--13-08-33-303,0,0,0,-3.75,2.125,-6,0,0,0,41.49012,-89.50035,184245,4334.521,144.63077,-11.04842,5339.9248,-0.03125,0.10938,-0.09375,33,4273.91211,NOSIGN,6,-66,8.0625,434,0,628.6875
2022-10-29--13-08-33-403,0,0,0,-5.625,0,2.125,0,0,0,41.49012,-89.50035,184245,4334.521,144.63077,-11.04842,5339.9248,-0.01953,0.09766,-0.09766,33,4280.14697,NOSIGN,6,-66,8.0625,434,0,628.25
2022-10-29--13-08-33-499,0,0,0,-3.375,4.375,-11.5,0,0,0,41.49012,-89.50035,184245,4334.521,144.63077,-11.04842,5339.9248,-0.00391,0.09766,-0.08594,33,4285.49463,NOSIGN,6,-66,8.0625,434,0,627.875
2022-10-29--13-08-33-599,0,0,0,-3.75,2.125,-19.125,0,0,0,41.49012,-89.50035,184245,4334.521,144.63077,-11.04842,5339.9248,-0.01953,0.08984,-0.08203,33,4297.09131,NOSIGN,6,-66,8.0625,434,0,627.0625
2022-10-29--13-08-33-709,0,0,0,-0.875,0.625,-15.5,0,0,0,41.49012,-89.50035,184245,4392.45947,139.10899,-10.9546,5327.91699,-0.02344,0.08594,-0.05859,33,4323.91162,NOSIGN,6,-59,8.0625,434,0,625.1875
2022-10-29--13-08-33-807,0,0,0,-3.5,2,-5.25,0,0,0,41.49012,-89.50035,184245,4392.45947,139.10899,-10.9546,5327.91699,-0.01563,0.08203,-0.05859,33,4336.45508,NOSIGN,6,-59,8.0625,434,0,624.3125
2022-10-29--13-08-33-906,0,0,0,-2.75,1.875,-10.5,0,0,0,41.49012,-89.50035,184245,4392.45947,139.10899,-10.9546,5327.91699,-0.01172,0.08984,-0.06641,33,4344.52832,NOSIGN,6,-59,8.0625,434,0,623.75
2022-10-29--13-08-34-5,0,0,0,-3.75,2.625,-5.75,0,0,0,41.49012,-89.50035,184245,4392.45947,139.10899,-10.9546,5327.91699,0.01172,0.08594,-0.0625,33,4355.30371,NOSIGN,6,-59,8.0625,434,0,623
2022-10-29--13-08-34-114,0,0,0,-4,2.125,-5.75,0,0,0,41.49012,-89.50035,184245,4439.33252,133.87839,-10.74365,5310.51123,0.00781,0.09766,-0.05859,33,4362.49414,NOSIGN,6,-62,8,434,0,622.5
2022-10-29--13-08-34-193,0,0,0,-5.125,4.125,-6.375,0,0,0,41.49012,-89.50035,184245,4439.33252,133.87839,-10.74365,5310.51123,0.01563,0.10547,-0.05078,33,4364.29297,NOSIGN,6,-62,8,434,0,622.375
2022-10-29--13-08-34-307,0,0,0,-4.625,4.625,2.125,0,0,0,41.49012,-89.50035,184245,4439.33252,133.87839,-10.74365,5310.51123,0,0.09766,-0.04297,33,4376.89307,NOSIGN,6,-62,8,434,0,621.5
2022-10-29--13-08-34-387,0,0,0,-6.25,0.5,11,0,0,0,41.49012,-89.50035,184245,4439.33252,133.87839,-10.74365,5310.51123,0,0.10156,-0.04297,33,4384.10156,NOSIGN,6,-62,8,434,0,621
2022-10-29--13-08-34-519,0,0,0,-2.875,2.75,-12.375,0,0,0,41.49012,-89.50035,184245,4489.25586,127.90827,-10.67349,5289.2041,-0.00391,0.09375,-0.03906,33,4405.76074,NOSIGN,6,-63,8,434,0,619.5
2022-10-29--13-08-34-618,0,0,0,-3.625,1.75,-5,0,0,0,41.49012,-89.50035,184245,4489.25586,127.90827,-10.67349,5289.2041,0.00391,0.10156,-0.03516,33,4416.60986,NOSIGN,6,-63,8,434,0,618.75
2022-10-29--13-08-34-709,0,0,0,0,1.625,-18.625,0,0,0,41.49012,-89.50035,184245,4489.25586,127.90827,-10.67349,5289.2041,0.00781,0.08984,-0.03906,33,4424.75586,NOSIGN,6,-63,8,434,0,618.1875
2022-10-29--13-08-34-789,0,0,0,-4.375,2.625,-5.375,0,0,0,41.49012,-89.50035,184245,4489.25586,127.90827,-10.67349,5289.2041,0.02344,0.09375,-0.03906,33,4430.18994,NOSIGN,6,-63,8,434,0,617.8125
2022-10-29--13-08-34-924,0,0,0,-3.75,3.5,-6.5,0,0,0,41.49012,-89.50035,184245,4529.75146,122.39721,-10.49562,5266.06641,0.02344,0.09766,-0.03125,33,4434.72168,NOSIGN,6,-63,8,434,0,617.5
2022-10-29--13-08-35-23,0,0,0,-6.875,3.125,15.5,0,0,0,41.49012,-89.50035,184245,4529.75146,122.39721,-10.49562,5266.06641,0.03125,0.09375,-0.02734,33,4441.97607,NOSIGN,6,-63,8,434,0,617
2022-10-29--13-08-35-121,0,0,0,-4,0.875,-3.75,0,0,0,41.49012,-89.50035,184245,4529.75146,122.39721,-10.49562,5266.06641,0.03516,0.10547,-0.02344,33,4451.05322,NOSIGN,6,-63,8,434,0,616.375
2022-10-29--13-08-35-221,0,0,0,-5.375,0,2.875,0,0,0,41.49012,-89.50035,184245,4529.75146,122.39721,-10.49562,5266.06641,0.03125,0.10156,-0.01563,33,4463.77637,NOSIGN,6,-63,8,434,0,615.5
2022-10-29--13-08-35-329,0,0,0,-2.875,1.5,-9.5,0,0,0,41.49012,-89.50035,184245,4571.79199,116.02441,-10.43458,5237.42041,0.02734,0.08203,-0.01172,33,4474.69629,NOSIGN,6,-67,8.0625,434,0,614.75
2022-10-29--13-08-35-428,0,0,0,-3.5,1.75,-6.5,0,0,0,41.49012,-89.50035,184245,4571.79199,116.02441,-10.43458,5237.42041,0.05469,0.10547,-0.01563,33,4480.16113,NOSIGN,6,-67,8.0625,434,0,614.375
